id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,Finance_1.id,Finance_1.member_id,Finance_1.loan_amnt,Finance_1.funded_amnt,Finance_1.funded_amnt_inv,Finance_1.term,Finance_1.int_rate,Finance_1.installment,Finance_1.grade,Finance_1.sub_grade,Finance_1.emp_title,Finance_1.emp_length,Finance_1.home_ownership,Finance_1.annual_inc,Finance_1.verification_status,Finance_1.issue_d,Finance_1.loan_status,Finance_1.pymnt_plan,Finance_1.desc,Finance_1.purpose,Finance_1.title,Finance_1.zip_code,Finance_1.addr_state,Finance_1.dti
669015,0,01/01/00,1,NA,NA,8,0,16259,0.436,23,f,0,0,18762.28664,18762.29,15900,2862.29,0,0,0,01/08/12,12572.73,,01/09/12,669015,855426,15900,15900,15900, 60 months,0.1343,365.29,C,C3,"ValueClick, Inc.",6 years,MORTGAGE,100000,Verified,01/02/11,Fully Paid,n,"Hello, and thank you for taking the time to review my story.  Over the past 1.5 years, my wife and I have been working to pay down our 45K in consumer debts. From September '09 to July '10, I worked two jobs totaling 65 - 80 hours per week. The loan we are asking for here is the final piece we need to completely remove our revolving debt.  To ensure that we no longer accumulate additional debt, we have made several large sacrifices, including moving to significantly less expensive housing, as well as going down to a single car. In our current situation we are finally living within our means. We are also planning to cancel our CitiBank credit card as it has a high APR and a very high credit limit.  This loan will enable me to stop working two jobs to spend more time with my family.",credit_card,Last 35% of credit card debt,481xx,MI,7.24
668841,0,01/12/99,0,NA,NA,10,0,31675,0.552,37,f,0,0,36942.90851,35520.01,30000,6942.91,0,0,0,01/02/13,11730.77,,01/04/16,668841,855204,30000,30000,29094.62328, 60 months,0.164,735.94,E,E1,Suffolk County Sheriff's office,6 years,MORTGAGE,110000,Not Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/06/11 > Hello, I am seeking this loan to consolidate some credit cards and have only one payment. I have no problem paying them just looking to put it all together. I am an aggressive payer and will try to pay off earlier.<br/> Borrower added on 02/12/11 > Thank you in advance to all the investors.<br/>",debt_consolidation,Debt Consolidation Loan,117xx,NY,9.03
668708,0,01/07/98,0,53,NA,3,0,3879,0.176,8,f,0,0,13553.67,13513.05,10000,3553.67,0,0,0,01/03/16,225.57,,01/03/16,668708,855024,10000,10000,9977.801125, 60 months,0.1268,225.9,C,C1,Microsoft Corporation,6 years,RENT,89092,Verified,01/03/11,Fully Paid,n,  Borrower added on 03/03/11 > I have been working with my company for last six years. I don't have any car or house payment and would like to expand my investment. My job is very stable and monthy spending is less than 60% of my earnings.<br/>,other,Borrowing to expand investment,980xx,WA,2.1
668348,0,01/11/03,1,32,NA,11,0,6362,0.649,21,f,0,0,15743.33604,15743.34,12000,3743.34,0,0,0,01/08/13,7440.02,,01/10/15,668348,854535,12000,12000,12000, 60 months,0.1528,287.25,D,D3,Mercedes Benz of Greenwich,6 years,RENT,72000,Not Verified,01/02/11,Fully Paid,n,  Borrower added on 02/08/11 > Trying to consolidate my debt so i can focus on my future as i am a young professional and would like to make better for my family..<br/>,debt_consolidation,debt consolidation,105xx,NY,17.87
667752,0,01/03/95,2,NA,NA,15,0,23129,0.857,35,f,0,0,8812.835674,8812.84,8000,812.84,0,0,0,01/11/11,6602.34,,01/05/16,667752,853655,8000,8000,8000, 36 months,0.1491,276.98,D,D2,Oregon Health & Science University,6 years,RENT,45000,Source Verified,01/02/11,Fully Paid,n,,debt_consolidation,Credit Card Consolidation,970xx,OR,22.19
667663,0,01/02/00,0,NA,NA,16,0,19354,0.374,24,f,0,0,7409.441495,7381.38,6600,809.44,0,0,0,01/02/14,253.14,,01/05/16,667663,853543,6600,6600,6575, 36 months,0.0766,205.79,A,A5,Department of the Interior,6 years,MORTGAGE,82359,Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/07/11 > I've used LendingClub once before and loved it so much that I'm back again! Like last time, I intend to use the loan funds to pay off higher interest debt. I have a perfect on-time payment record on my credit report that I'm proud of and work hard to protect. I look forward to doing business with you!<br/>",debt_consolidation,Debt Consolidation Loan 2,201xx,VA,12.18
356431,0,01/02/93,0,NA,NA,3,0,13673,0.584,11,f,0,0,2603.54,0,1972.43,616.11,14.99920085,0,0,01/01/10,172.58,,01/05/16,356431,361667,6000,5250,0.005097594, 36 months,0.1128,172.58,C,C1,Bouchard Transportation,6 years,RENT,47628,Not Verified,01/10/08,Charged Off,n, I am applying for a personal loan for a variety of reasons including payment for classes for career advancement and paying for some auto repairs.,other,Personal Loan,084xx,NJ,5.24
667351,1,01/10/00,2,15,NA,8,0,4912,0.268,25,f,0,0,12341.44058,12310.59,10000,2341.44,0,0,0,01/02/14,4873.79,,01/03/14,667351,853170,10000,10000,9975, 60 months,0.1037,214.3,B,B3,wells fargo bank,6 years,MORTGAGE,75000,Source Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/05/11 > adding patio, new roofing and landscaping<br/> Borrower added on 02/15/11 > work for wells fargo bank, branch manager<br/>been with company for 6yrs<br/>",home_improvement,house upgrade,930xx,CA,1.74
666717,0,01/10/97,0,NA,NA,10,0,29533,0.414,26,f,0,0,15950.72261,15923.03,14400,1550.72,0,0,0,01/09/13,2640.55,,01/09/13,666717,852380,14400,14400,14375, 36 months,0.0692,444.11,A,A3,Cross Telecom,6 years,MORTGAGE,81600,Source Verified,01/02/11,Fully Paid,n,  Borrower added on 02/02/11 > Paid off 10K so far on Credit Cards.  This will help alleviate most of the monthly pain.<br/>,credit_card,Consolidation ,983xx,WA,13.35
666332,0,01/12/98,2,46,NA,3,0,754,0.754,10,f,0,0,2053.338708,2053.34,1600,453.34,0,0,0,01/01/13,1107.57,,01/08/15,666332,851920,1600,1600,1600, 60 months,0.1714,39.89,E,E3,Santa Cruz Metro Transit,6 years,RENT,51000,Source Verified,01/02/11,Fully Paid,n,,other,Project,950xx,CA,6.52
666215,0,01/09/95,0,NA,NA,9,0,962,0.083,14,f,0,0,7790.567619,7790.57,7200,590.57,0,0,0,01/07/13,1723.65,,01/07/13,666215,851767,7200,7200,7200, 36 months,0.0542,217.16,A,A1,Time Warner Cable,6 years,RENT,42000,Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/02/11 > Hello fellow investors! I am also a LC lender and now am on the borrower side. I'll get the point on the reasons for my request.<br/><br/>Goals:<br/>- Paying down my 401k that was used to help my MBA tuitions. (4.25% vs 6-7% with Direct Loans)<br/>- 401k loan is priorty as I will incur a heavy tax penalty since I am planning to move up in my career with a different company (when I leave, payment is due is full)<br/>- Paying down partially  CC $6000 @ 15% <br/>- Also have auto loan 15k balance @ 7%<br/><br/>With this loan, I should hopefully save approx 3-4% interest as I plan to pay off the loan in 18 to 24 months. If you have any questions let me know. I will very transparent since I'm also an investor and have a good idea of what type of info you want.<br/><br/>-tn<br/>",debt_consolidation,"CC, 401k & Car Loan reduction plan",917xx,CA,27.31
666169,0,01/09/01,0,NA,NA,8,0,13618,0.841,26,f,0,0,37391.81,37391.81,25000,12391.81,0,0,0,01/02/16,623.01,,01/02/16,666169,851704,25000,25000,25000, 60 months,0.1714,623.2,E,E3,Schirmir Engineering,6 years,RENT,135000,Source Verified,01/02/11,Fully Paid,n,  Borrower added on 02/06/11 > This loan is to consolidate and pay off my credit card debt once and for all.  Thanks everyone for your consideration!<br/> Borrower added on 02/06/11 > - to lenders that asked the question about my APRs. I miscalculated them. I checked them when I got back from my business trip. They are<br/>AMEX 21%<br/>BOA 19%<br/>Capital One 16%<br/><br/>Sorry for the confusion!<br/>,debt_consolidation,Debt Consolidation,981xx,WA,9.47
665932,0,01/09/00,1,NA,NA,11,0,22546,0.901,20,f,0,0,7901.113233,7901.11,7000,901.11,0,0,0,01/04/12,4837.92,,01/08/14,665932,851413,7000,7000,7000, 36 months,0.1306,236.07,C,C2,Target,6 years,RENT,125000,Verified,01/02/11,Fully Paid,n,  Borrower added on 02/01/11 > I want to lower my current credit card debt payments - and the apr is much better than I am paying now.  I don't miss payments now and look forward to paying this loan off ASAP with less interest charges.<br/>,debt_consolidation,Debt Consolidation,815xx,CO,8.34
665860,0,01/12/97,0,40,NA,7,0,1212,0.252,25,f,0,0,3497.44,3497.44,2761.51,619.89,0,116.04,1.4,01/12/12,154.06,,01/05/13,665860,851329,4800,4800,4800, 36 months,0.0963,154.06,B,B1,Moreno ent,6 years,RENT,44100,Not Verified,01/02/11,Charged Off,n,"  Borrower added on 02/02/11 > I will be using the money to pay off 3 higher interest credit cards. I would like to pay off household bank $456.72, currently paying 12.9%. I have a visa balance of $776.73, currently paying 22.99%, and a second MasterCard balance of $3574.90, with a current interest rate of 24.99%. Thank You.<br/>",debt_consolidation,Loan 1,070xx,NJ,19.73
665789,0,01/03/97,3,NA,NA,16,0,15953,0.287,32,f,0,0,10708.65328,10085.05,9600,1108.65,0,0,0,01/07/13,2636.76,,01/07/13,665789,851235,9600,9600,9099.297004, 36 months,0.0766,299.33,A,A5,Adobe,6 years,MORTGAGE,120000,Not Verified,01/02/11,Fully Paid,n,,credit_card,March 2011 Loan,840xx,UT,12.32
665781,0,01/05/99,0,NA,NA,9,0,3794,0.081,31,f,0,0,8505.268687,8505.27,8000,505.27,0,0,0,01/08/12,4409.9,,01/05/16,665781,851223,8000,8000,8000, 36 months,0.0542,241.28,A,A1,canvas systems,6 years,MORTGAGE,75000,Not Verified,01/02/11,Fully Paid,n,,other,boat,305xx,GA,5.17
665693,0,01/09/06,1,NA,NA,5,0,6862,0.966,6,f,0,0,1167.19,1167.19,565.44,337.6,0,264.15,2.57,01/06/11,226.28,,01/11/11,665693,851107,6400,6400,6400, 36 months,0.164,226.28,E,E1,"Prestige Installations, Inc",6 years,RENT,75000,Source Verified,01/02/11,Charged Off,n,,credit_card,credit card refinance loan,926xx,CA,6.53
665665,0,01/06/99,0,NA,NA,7,0,10570,0.695,12,f,0,0,6733.791129,6733.79,6000,733.79,0,0,0,01/01/14,414.16,,01/02/14,665665,851075,6000,6000,6000, 36 months,0.0766,187.08,A,A5,Duke University,6 years,RENT,63550,Not Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/01/11 > This is to pay off 3 credit cards, all of which have APRs greater than 20%.  I'm trying to get my finances back under control so that I can start putting my money toward my own goals, rather than those of the credit sharks that took me in when I was younger.  Thank you very much for your help!<br/> Borrower added on 02/01/11 > I've been with Duke University for over 6 years, so I have a very stable job that I love, and I've lived in the same apartment -- less than a block away from my office! -- for nearly 3 years.<br/><br/>I'm currently paying about $350 per month toward the accounts I'd like to pay off and close out, so this would be a *radical* reduction in my monthly credit card bills.  I've got a couple other lines of credit that I'm going to continue paying down on my own, as the APRs on those are less atrocious and the balances are lower; having the high-rate accounts paid off with the LendingClub loan will make that process faster as well, causing the whole thing to snowball until I'm back to being debt-free.  Heck, at that point I might invest in LendingClub myself!<br/><br/>Thank you again for your time and support!<br/>",debt_consolidation,Debt Consolidation Loan,277xx,NC,13.88
665359,1,01/03/99,0,21,NA,14,0,30626,0.653,34,f,0,0,1574.949621,1574.95,1500,74.95,0,0,0,01/10/11,457.19,,01/05/16,665359,850670,1500,1500,1500, 36 months,0.0963,48.15,B,B1,US Foodservice,6 years,MORTGAGE,92700,Verified,01/02/11,Fully Paid,n,,other,Pre Annual Bonus Personal Loan,853xx,AZ,16.98
665245,0,01/02/99,0,NA,NA,10,0,2326,0.056,15,f,0,0,8687.013389,8687.01,8000,687.01,0,0,0,01/02/14,264.75,,01/02/14,665245,850540,8000,8000,8000, 36 months,0.0542,241.28,A,A1,city of lancaster,6 years,MORTGAGE,66996,Not Verified,01/02/11,Fully Paid,n,  Borrower added on 01/31/11 > major purchase<br/> Borrower added on 01/31/11 > major purchase<br/>,major_purchase,personal loan,751xx,TX,11.27
665020,0,01/04/88,1,NA,NA,16,0,764,0.01,38,f,0,0,9437.757472,9437.76,8500,937.76,0,0,0,01/02/14,266.56,,01/02/14,665020,850287,8500,8500,8500, 36 months,0.0692,262.15,A,A3,Benfield Lighting Inc.,6 years,MORTGAGE,180000,Source Verified,01/02/11,Fully Paid,n,,car,MGB ,118xx,NY,10.83
664914,0,01/12/96,0,29,NA,13,0,11915,0.673,31,f,0,0,13782.87717,13782.88,12000,1782.88,0,0,0,01/08/13,579.86,,01/05/16,664914,850168,12000,12000,12000, 36 months,0.1,387.21,B,B2,Lawnscape LTD,6 years,RENT,41004,Not Verified,01/02/11,Fully Paid,n,"  Borrower added on 01/31/11 > Hello Investors,<br/><br/> Thanks for funding or considering funding my Loan request! I am looking to consolidate all my high intrest credit cards and get back on track with my retirement. My career is very secure and I have had no problem paying my current bills just not seeing them diminish with the rates the way they are. With them all consolidated I can make one easy payment with a much better interest rate and get my retirement investments back on track!<br/><br/>Thanks, Happy Investing<br/>",debt_consolidation,Debt Is Over,168xx,PA,20.98
664583,0,01/01/05,2,NA,NA,5,0,7995,0.776,11,f,0,0,26293.86004,26293.86,18000,8293.86,0,0,0,01/02/16,894.5,,01/05/16,664583,849756,18000,18000,18000, 60 months,0.1602,437.92,D,D5,Fedex Express,6 years,MORTGAGE,45000,Verified,01/02/11,Fully Paid,n,,home_improvement,Home improvement,558xx,MN,5.95
664561,0,01/05/99,0,48,NA,4,0,8344,0.469,9,f,0,0,9350.97799,9321.94,8050,1300.98,0,0,0,01/03/14,290.11,,01/03/14,664561,849732,8050,8050,8025, 36 months,0.1,259.76,B,B2,kelley walker inc,6 years,RENT,48000,Not Verified,01/02/11,Fully Paid,n,  Borrower added on 01/31/11 > Please let me pay you instead of Chase and Citibank. I would like to consolidate my credit card debt into 1 monthly payment. I have never defaulted on anything. I have a very secure job and pay my bills EVERY month. Thanks!<br/> Borrower added on 02/02/11 > After browsing through lender questions on other borrower's applications I have started the process of verifying my income with LC in case anyone was going to ask. Thanks!<br/>,debt_consolidation,cc consolidation,112xx,NY,7.83
664309,0,01/01/99,0,NA,NA,7,0,6812,0.374,13,f,0,0,11835.994,11835.99,11200,635.99,0,0,0,01/08/12,2571.99,,01/08/12,664309,849419,11200,11200,11200, 36 months,0.0579,339.67,A,A2,Carolinas Healthcare System,6 years,MORTGAGE,60000,Not Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/02/11 > I would like to consolidate 2 high interest credit cards in order to pay off remaining balance faster and at a lower rate.  I am a Registered Nurse  and have been employed with the same hospital since 2003.  I am fully vested in both my 401K and hospital's retirement account.  I have a Roth IRA and Investment account.  I earn $3,000 a month from work and $500.00 a month from a renter.  I pay $1,365 for my mortgage and $284.00 for High Interest credit cards (minimum payment)  $60.00 on a 0% interest card.  $144.00 monthly for college loans.  Remaining bills for the month come to $300.00 (cell phone, electric, car insurance...etc).  I own my car. I am a good borrower because I pay on time and always above minimum payment.  My credit score is around 740.  I plan on using this money to allow me to get out from under a couple of cards that are at 13.24% and the card companies are not willing to work with me.<br/>",debt_consolidation,Dave's Consolidation Loan,282xx,NC,10.06
664046,0,01/06/03,0,NA,NA,4,0,7310,0.63,11,f,0,0,14812.55332,14812.55,12000,2812.55,0,0,0,01/12/13,6258.07,,01/11/15,664046,849104,12000,12000,12000, 60 months,0.1074,259.36,B,B4,Southeastern Dock and Door,6 years,RENT,30694,Not Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/01/11 > My wife and I are being relocated to Greensboro NC.  We plan on using the loan to get us to Greensboro, NC, find a home and pay off some local debt.  I'm very conscientious, I have excellent credit and am loyal to my debts.  I have a full job with a company I have been with for six years.  Thank you<br/>",moving,Moving Loan,296xx,SC,23.07
664023,0,01/11/88,2,NA,NA,9,0,546,0.025,20,f,0,0,30351.25468,29987.04,24999.99,5351.26,0,0,0,01/02/14,884.81,,01/02/14,664023,849077,25000,25000,24700, 36 months,0.1306,843.08,C,C2,LMHS,6 years,MORTGAGE,168000,Verified,01/02/11,Fully Paid,n,,other,PERSONAL LOAN,339xx,FL,8.53
663913,0,01/04/96,2,NA,NA,12,0,1035,0.034,41,f,0,0,11330.29785,11330.3,9000,2330.3,0,0,0,01/09/14,3253.02,,01/03/16,663913,848940,9000,9000,9000, 60 months,0.1037,192.87,B,B3,Ben's Supercenter Inc,6 years,OWN,43000,Not Verified,01/02/11,Fully Paid,n,  Borrower added on 02/01/11 > I am employed with a company that has actually grown in sales over the past 4 years.  It is a stable company and I work full time.  The debt that has occurred on my credit card is due to  tools my son had to purchase for his schooling in the John Deere tech program at college.  He is now working his paid internship and is contributing to paying off that debt.  I wanted to obtain a loan to pay off the credit card because the interest rate is at a very high rate.  A lower rate would allow me to pay the debt off faster for less money.  I do not have a mortgage payment in my name but have dower rights in the home I share with my husband of 7 years.  So my monthly income way more than covers my monthly financial obligations.<br/>,credit_card,Credit Card Loan,484xx,MI,17.55
663515,1,01/08/97,0,12,NA,10,0,56800,0.315,14,f,0,0,16075.17999,16041.69,12000,4075.18,0,0,0,01/02/15,3361.53,,01/03/15,663515,848421,12000,12000,11975, 60 months,0.1268,271.08,C,C1,"Atlas Air, Inc.",6 years,MORTGAGE,119600,Not Verified,01/02/11,Fully Paid,n,"  Borrower added on 01/28/11 > -To be used for purchse of second set of transportation due to my wife now using our first vehicle in her new 9 to 5 job.<br/><br/>-My company is doing very well in this down economy &amp; I will be receiving a substantial raise that is part of a new upcoming labor contract as well as a signing bonus (both expected within approx. 5 months or less), a profit sharing check (for 2010) and another yearly longevity based increase in pay come July, 2011.<br/> Borrower added on 01/28/11 > I have never defaulted on a loan &amp; have never declared bankruptcy.  I plan on paying this loan off early.<br/> Borrower added on 02/02/11 > I am a safe, conservative driver.  I haven't had so much as a parking ticket since college - over 20 years ago.  I am simply interested in some dependable wheels (with a good warranty) &amp; good gas mileage - something that also don't take up much room in the garage.  Thank you to all my investors!  It is much appreciated.<br/>",major_purchase,New Motorcycle Loan ,325xx,FL,11.75
662967,0,01/09/01,1,NA,NA,11,0,3996,0.27,17,f,0,0,13455.71,13455.71,10000,3455.71,0,0,0,01/12/15,164.41,,01/01/16,662967,847788,10000,10000,10000, 60 months,0.1268,225.9,C,C1,packer collegiate Institute,6 years,RENT,42000,Source Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/01/11 > Hello lenders.  I plan on using the loan to pay of a car loan. The car loan is a little over 3 years old now but I want to pay it off and hand over the car to my ex-wife.<br/><br/>I am in very good standings with the car loan and. In fact, I'm 3 months ahead of schedule.<br/><br/>I have been with my current employer for a total of 11 years now.  I left in 2001 to become a Marine.  I came out in 2005 and returned to the same employer.<br/>",home_improvement,personal loan,104xx,NY,13.26
662657,0,01/10/96,1,NA,NA,7,0,15912,0.525,13,f,0,0,13471.05943,13436.83,12000,1471.06,0,0,0,01/02/14,456.98,,01/08/14,662657,847408,12000,12000,11969.99025, 36 months,0.0766,374.16,A,A5,"RS Roofing & Sheet Metal Co, Inc,",6 years,RENT,33280,Source Verified,01/02/11,Fully Paid,n,  Borrower added on 01/31/11 > This loan will be used to pay off multiple credit cards. Those cards will then be canceled so no further debt will accrue. I have never been late on a payment or had insufficient funds to cover any payment. I'm  just trying to simplify my finances.<br/>,debt_consolidation,Credit Card Consolidation,109xx,NY,15.5
662625,0,01/06/97,0,NA,NA,11,0,7795,0.214,23,f,0,0,23171.99721,23172,20399.98,2772.02,0,0,0,01/11/12,9948.96,,01/12/14,662625,847370,20400,20400,20400, 36 months,0.1037,661.81,B,B3,Pershing LLC,6 years,RENT,69996,Verified,01/02/11,Fully Paid,n,"  Borrower added on 01/27/11 > I am getting married and I wanted to consolidate my credit cards so we could start fresh.  One loan, instead of many credit cards at a high interest rate will help me  achieve my goal in being debt free.  I will then be able to start saving for our future home, our future family, and our future happiness.<br/>",debt_consolidation,Jessica's loan,088xx,NJ,8.91
357874,0,01/06/93,7,NA,NA,12,0,8855,0.312,51,f,0,0,5403.961074,3016.8,5150,253.96,0,0,0,01/04/09,4717.39,,01/08/09,357874,363521,5150,5150,2875, 36 months,0.1241,172.07,C,C3,citrus cafe inc,6 years,MORTGAGE,105000,Not Verified,01/10/08,Fully Paid,n,paying medical bills on back injury,medical,smiley,928xx,CA,20.29
662367,0,01/09/96,3,NA,NA,9,0,26592,0.582,39,f,0,0,2356.6,2335.18,1832.38,384.77,0,139.45,1.54,01/03/12,171.49,,01/08/12,662367,847043,5500,5500,5450, 36 months,0.0766,171.49,A,A5,Medtronic,6 years,MORTGAGE,48000,Verified,01/01/11,Charged Off,n,,debt_consolidation,debt relief,906xx,CA,20.57
662349,0,01/10/98,0,NA,NA,14,0,9055,0.647,28,f,0,0,16188.17328,16160.26,14500,1688.17,0,0,0,01/02/14,509.51,,01/04/16,662349,847023,14500,14500,14475, 36 months,0.0729,449.65,A,A4,UnitedHealth Group,6 years,MORTGAGE,52828,Verified,01/02/11,Fully Paid,n,"  Borrower added on 01/26/11 > So I was doing fine, chugging along paying my bills on time, etc. and then BAM and IRS audit which went back to 2007 asking for a ridiculous amount of paper work to justify my taxes, which of course I did not keep track of since most of it was work expenses.  So now I owe them $4300 or $150 a month which puts a ridiculous strain on my budget allowances.  Like most Americans, I don't have $4300 just laying around.  So why so much?  Well despite my decent credit score, my credit card companies have decided to rape me with 29% interest and will not change it.  So in the search of a loan, I came across this site and why not get rid of all my debt at 9% and throw away the cards!! Keeping them open of course for the sake of my credit score.<br/>",credit_card,Debt Consolidation,333xx,FL,17.63
662208,1,01/12/00,2,8,49,10,1,8741,0.79,23,f,0,0,20192.59812,20192.6,16750,3442.6,0,0,0,01/12/12,2457.99,,01/05/16,662208,846862,16750,16750,16750, 36 months,0.164,592.2,E,E1,SSPS/State of Washington,6 years,MORTGAGE,51000,Verified,01/02/11,Fully Paid,n,"  Borrower added on 02/01/11 > With this loan I need to consolidate a high interest rate loan and a  revolving credit card which I plan to close removing 24 payments from my current budget plan. My budget plan is to pay this loan in full on time though maybe a few months early. As I work for the State of WA as an independant contractor, my possition is extremely secure. There are more than 30,000 clients in need of care and more requesting help every day. My services will always be needed.<br/> Borrower added on 02/02/11 > Public Record: My wages were garnished one payment for a medical bill. I paid the remaining balance over the phone directly to the company in a one time payment after i found out i was garnished as i didn't receive court docs until after being garnished. The bill not being paid in a timely fashion was an over site on my part.<br/>",debt_consolidation,Debt Consolidation Loan,986xx,WA,20.59
661374,0,01/11/98,1,27,NA,10,0,39613,0.803,26,f,0,0,9234.866201,9234.87,7999.99,1234.88,0,0,0,01/07/13,2027.1,,01/07/13,661374,845833,8000,8000,8000, 36 months,0.1,258.14,B,B2,USAF,6 years,MORTGAGE,78000,Source Verified,01/01/11,Fully Paid,n,,credit_card,CC Payment,325xx,FL,20.02
661301,1,01/03/96,1,18,NA,9,0,6608,0.173,27,f,0,0,16404.22999,16404.23,12000,4404.23,0,0,0,01/03/16,273.04,,01/05/16,661301,845743,12000,12000,12000, 60 months,0.1306,273.41,C,C2,Putnam County Prosecutor's Office,6 years,MORTGAGE,75000,Not Verified,01/02/11,Fully Paid,n,,debt_consolidation,My loan,458xx,OH,14.29
661268,0,01/08/98,0,79,113,5,1,5478,0.961,15,f,0,0,10144.6591,10144.66,7500,2644.66,0,0,0,01/10/13,4453.36,,01/12/15,661268,845705,7500,7500,7500, 60 months,0.164,183.99,E,E1,Norris & Tunstall,6 years,RENT,41600,Not Verified,01/01/11,Fully Paid,n,"  Borrower added on 01/25/11 > Hi,<br/>i am seeking this loan to consolidate my debt and get rid of my credit cards. I have no problem paying my bills, but thier interest rates are extremely high.<br/>thank you.<br/>",debt_consolidation,dean's debt,284xx,NC,20.88
357885,0,01/10/96,1,31,NA,9,0,86,0.005,44,f,0,0,6587.962216,4968.42,6000,587.96,0,0,0,01/03/10,3677.07,,01/02/10,357885,363658,6000,6000,4525, 36 months,0.0907,191,A,A4,ONEOK,6 years,MORTGAGE,65000,Not Verified,01/10/08,Fully Paid,n,Requesting loan in order to purchase stock through employee stock purchase plan.,other,stock,731xx,OK,5
661052,0,01/02/00,0,NA,87,8,1,2027,0.077,15,f,0,0,5551.975003,5551.98,5000,551.98,0,0,0,01/02/14,160.24,,01/08/15,661052,845430,5000,5000,5000, 36 months,0.0692,154.21,A,A3,"AdMed,Inc",6 years,RENT,44908,Not Verified,01/01/11,Fully Paid,n,,debt_consolidation,Debt Consolidation,189xx,PA,2.67
660850,0,01/05/92,0,53,NA,6,0,7627,0.74,25,f,0,0,9105.578254,9105.58,7999.99,1105.59,0,0,0,01/01/13,3436.72,,01/02/13,660850,845202,8000,8000,8000, 36 months,0.1,258.14,B,B2,Expressjet Airlines,6 years,RENT,43000,Not Verified,01/01/11,Fully Paid,n,  Borrower added on 01/25/11 > This loan is to consolidate two credit cards.<br/>,debt_consolidation,paying off credit cards,181xx,PA,20.54
660615,0,01/08/90,2,30,NA,4,0,52068,0.376,10,f,0,0,3806.71,3806.71,1333.99,1628.03,0,844.69,8.34,01/08/11,494.59,,01/01/12,660615,844908,20000,20000,20000, 60 months,0.1677,494.59,E,E2,TBASE INC,6 years,RENT,100000,Verified,01/02/11,Charged Off,n,,small_business,Small Business Loan,337xx,FL,9.65
660364,0,01/07/92,2,NA,NA,12,0,44914,0.354,27,f,0,0,2571.78558,2571.79,2400,171.79,0,0,0,01/06/12,262.64,,01/06/12,660364,844598,2400,2400,2400, 36 months,0.0692,74.02,A,A3,Universal Punch Corp.,6 years,MORTGAGE,81504,Not Verified,01/01/11,Fully Paid,n,,car,"2,400.00",928xx,CA,24.88
660294,0,01/09/00,1,NA,NA,6,0,9285,0.649,11,f,0,0,11225.49263,11197.43,10000,1225.49,0,0,0,01/02/14,347.58,,01/03/16,660294,844511,10000,10000,9975, 36 months,0.0766,311.8,A,A5,University Oklahoma,6 years,MORTGAGE,30000,Verified,01/01/11,Fully Paid,n,  Borrower added on 01/23/11 > I am requesting this loan as I was in a motorcycle accident this winter. I had skimped on my health insurance through my job and am now reaping the benefits. I heard about lending club through a news article and think that it is a great way to take lending from the banks and put into the power of regular people.<br/>,medical,St. Johns,741xx,OK,10.68
659735,0,01/01/04,0,50,NA,13,0,16947,0.563,26,f,0,0,23372.71004,23294.8,15000,8353.26,19.45000013,0,0,01/03/16,11.46,,01/03/16,659735,843785,15000,15000,14950, 60 months,0.1899,389.03,F,F3,Center for Disability Services- Transportation Security Administ,6 years,MORTGAGE,57000,Not Verified,01/02/11,Fully Paid,n,  Borrower added on 02/12/11 > new loan<br/> Borrower added on 02/12/11 > Thank you<br/> Borrower added on 02/15/11 > Thanks to all so far.<br/>,debt_consolidation,new ,121xx,NY,22.53
659691,0,01/02/96,0,45,NA,2,0,5270,0.958,8,f,0,0,7852.110443,7852.11,6300,1552.11,0,0,0,01/02/14,230.39,,01/05/16,659691,843732,6300,6300,6300, 36 months,0.1491,218.12,D,D2,WEST COAST DENTAL SERVICES,6 years,RENT,75000,Source Verified,01/01/11,Fully Paid,n,,debt_consolidation,PERSONAL LOAN,900xx,CA,6.08
659493,0,01/09/97,1,NA,NA,10,0,11435,0.937,17,f,0,0,23151.50999,23151.51,15600,7551.51,0,0,0,01/03/16,4.71,,01/03/16,659493,843469,15600,15600,15600, 60 months,0.1677,385.78,E,E2,USAF,6 years,MORTGAGE,49000,Verified,01/01/11,Fully Paid,n,  Borrower added on 01/21/11 > I plan to consolidate my credit cards and pay off my vehicle. I am a good borrower because I am not delinquent on any accounts. I am a civilian governemtn worker so my job is as stable as the USAF is.<br/> Borrower added on 01/27/11 > I also plan to pay off half of my student loans.<br/>,debt_consolidation,CC Pay OFF,852xx,AZ,22.04
